Source,Target,Weight,Coefficient
c90,c127,1,1.0
c90,c131,1,1.0
c90,c35,9,1.0
c90,c102,1,1.0
c90,c198,9,1.0
c90,c110,1,1.0
c90,c117,1,1.0
c90,c123,1,1.0
c90,c128,1,1.0
c90,c132,1,1.0
c90,c135,1,1.0
c90,c40,9,1.0
c90,c103,1,1.0
c90,c207,9,1.0
c90,c111,1,1.0
c90,c118,1,1.0
c90,c124,1,1.0
c90,c129,1,1.0
c90,c133,1,1.0
c90,c136,1,1.0
c90,c138,1,1.0
c90,c50,9,1.0
c90,c104,1,1.0
c90,c225,9,1.0
c90,c112,1,1.0
c90,c119,1,1.0
c90,c125,1,1.0
c90,c130,1,1.0
c90,c134,1,1.0
c90,c137,1,1.0
c90,c139,1,1.0
c90,c140,1,1.0
c55,minobj,45,1.0
c55,c1,9,1.0
c55,c41,9,1.0
c55,c96,1,1.0
c55,c145,9,1.0
c55,c217,9,1.0
c55,c6,9,1.0
c55,c97,1,1.0
c55,c154,9,1.0
c55,c105,1,1.0
c55,c11,9,1.0
c55,c98,1,1.0
c55,c163,9,1.0
c55,c106,1,1.0
c55,c113,1,1.0
c55,c16,9,1.0
c55,c99,1,1.0
c55,c172,9,1.0
c55,c107,1,1.0
c55,c114,1,1.0
c55,c120,1,1.0
c55,c21,9,1.0
c55,c100,1,1.0
c55,c181,9,1.0
c55,c108,1,1.0
c55,c115,1,1.0
c55,c121,1,1.0
c55,c126,1,1.0
c55,c26,9,1.0
c55,c101,1,1.0
c55,c190,9,1.0
c55,c109,1,1.0
c55,c116,1,1.0
c55,c122,1,1.0
c55,c127,1,1.0
c55,c131,1,1.0
c55,c31,9,1.0
c55,c102,1,1.0
c55,c199,9,1.0
c55,c110,1,1.0
c55,c117,1,1.0
c55,c123,1,1.0
c55,c128,1,1.0
c55,c132,1,1.0
c55,c135,1,1.0
c55,c36,9,1.0
c55,c103,1,1.0
c55,c208,9,1.0
c55,c111,1,1.0
c55,c118,1,1.0
c55,c124,1,1.0
c55,c129,1,1.0
c55,c133,1,1.0
c55,c136,1,1.0
c55,c138,1,1.0
c55,c46,9,1.0
c55,c104,1,1.0
c55,c226,9,1.0
c55,c112,1,1.0
c55,c119,1,1.0
c55,c125,1,1.0
c55,c130,1,1.0
c55,c134,1,1.0
c55,c137,1,1.0
c55,c139,1,1.0
c55,c140,1,1.0
c145,minobj,45,1.0
c145,c1,9,1.0
c145,c41,1,1.0
c145,c55,9,1.0
c145,c96,5,1.0
c145,c217,5,1.0
c145,c6,1,1.0
c145,c105,5,1.0
c145,c154,5,1.0
c145,c11,1,1.0
c145,c106,5,1.0
c145,c163,5,1.0
c145,c16,1,1.0
c145,c107,5,1.0
c145,c172,5,1.0
c145,c21,1,1.0
c145,c108,5,1.0
c145,c181,5,1.0
c145,c26,1,1.0
c145,c109,5,1.0
c145,c190,5,1.0
c145,c31,1,1.0
c145,c110,5,1.0
c145,c199,5,1.0
c145,c36,1,1.0
c145,c111,5,1.0
c145,c208,5,1.0
c145,c46,1,1.0
c145,c112,5,1.0
c145,c226,5,1.0
c145,c2,9,1.0
c145,c42,1,1.0
c145,c64,9,1.0
c145,c7,1,1.0
c145,c12,1,1.0
c145,c17,1,1.0
c145,c22,1,1.0
c145,c27,1,1.0
c145,c32,1,1.0
c145,c37,1,1.0
c145,c47,1,1.0
c145,c3,9,1.0
c145,c43,1,1.0
c145,c73,9,1.0
c145,c8,1,1.0
c145,c13,1,1.0
c145,c18,1,1.0
c145,c23,1,1.0
c145,c28,1,1.0
c145,c33,1,1.0
c145,c38,1,1.0
c145,c48,1,1.0
c145,c4,9,1.0
c145,c44,1,1.0
c145,c82,9,1.0
c145,c9,1,1.0
c145,c14,1,1.0
c145,c19,1,1.0
c145,c24,1,1.0
c145,c29,1,1.0
c145,c34,1,1.0
c145,c39,1,1.0
c145,c49,1,1.0
c145,c5,9,1.0
c145,c45,1,1.0
c145,c91,9,1.0
c145,c10,1,1.0
c145,c15,1,1.0
c145,c20,1,1.0
c145,c25,1,1.0
c145,c30,1,1.0
c145,c35,1,1.0
c145,c40,1,1.0
c145,c50,1,1.0
c217,minobj,45,1.0
c217,c1,1,1.0
c217,c41,9,1.0
c217,c55,9,1.0
c217,c96,5,1.0
c217,c145,5,1.0
c217,c6,1,1.0
c217,c97,5,1.0
c217,c154,5,1.0
c217,c11,1,1.0
c217,c98,5,1.0
c217,c163,5,1.0
c217,c16,1,1.0
c217,c99,5,1.0
c217,c172,5,1.0
c217,c21,1,1.0
c217,c100,5,1.0
c217,c181,5,1.0
c217,c26,1,1.0
c217,c101,5,1.0
c217,c190,5,1.0
c217,c31,1,1.0
c217,c102,5,1.0
c217,c199,5,1.0
c217,c36,1,1.0
c217,c103,5,1.0
c217,c208,5,1.0
c217,c46,1,1.0
c217,c104,5,1.0
c217,c226,5,1.0
c217,c2,1,1.0
c217,c42,9,1.0
c217,c64,9,1.0
c217,c7,1,1.0
c217,c12,1,1.0
c217,c17,1,1.0
c217,c22,1,1.0
c217,c27,1,1.0
c217,c32,1,1.0
c217,c37,1,1.0
c217,c47,1,1.0
c217,c3,1,1.0
c217,c43,9,1.0
c217,c73,9,1.0
c217,c8,1,1.0
c217,c13,1,1.0
c217,c18,1,1.0
c217,c23,1,1.0
c217,c28,1,1.0
c217,c33,1,1.0
c217,c38,1,1.0
c217,c48,1,1.0
c217,c4,1,1.0
c217,c44,9,1.0
c217,c82,9,1.0
c217,c9,1,1.0
c217,c14,1,1.0
c217,c19,1,1.0
c217,c24,1,1.0
c217,c29,1,1.0
c217,c34,1,1.0
c217,c39,1,1.0
c217,c49,1,1.0
c217,c5,1,1.0
c217,c45,9,1.0
c217,c91,9,1.0
c217,c10,1,1.0
c217,c15,1,1.0
c217,c20,1,1.0
c217,c25,1,1.0
c217,c30,1,1.0
c217,c35,1,1.0
c217,c40,1,1.0
c217,c50,1,1.0
c154,minobj,45,1.0
c154,c6,9,1.0
c154,c41,1,1.0
c154,c55,9,1.0
c154,c97,5,1.0
c154,c217,5,1.0
c154,c1,1,1.0
c154,c105,5,1.0
c154,c145,5,1.0
c154,c11,1,1.0
c154,c113,5,1.0
c154,c163,5,1.0
c154,c16,1,1.0
c154,c114,5,1.0
c154,c172,5,1.0
c154,c21,1,1.0
c154,c115,5,1.0
c154,c181,5,1.0
c154,c26,1,1.0
c154,c116,5,1.0
c154,c190,5,1.0
c154,c31,1,1.0
c154,c117,5,1.0
c154,c199,5,1.0
c154,c36,1,1.0
c154,c118,5,1.0
c154,c208,5,1.0
c154,c46,1,1.0
c154,c119,5,1.0
c154,c226,5,1.0
c154,c7,9,1.0
c154,c42,1,1.0
c154,c64,9,1.0
c154,c2,1,1.0
c154,c12,1,1.0
c154,c17,1,1.0
c154,c22,1,1.0
c154,c27,1,1.0
c154,c32,1,1.0
c154,c37,1,1.0
c154,c47,1,1.0
c154,c8,9,1.0
c154,c43,1,1.0
c154,c73,9,1.0
c154,c3,1,1.0
c154,c13,1,1.0
c154,c18,1,1.0
c154,c23,1,1.0
c154,c28,1,1.0
c154,c33,1,1.0
c154,c38,1,1.0
c154,c48,1,1.0
c154,c9,9,1.0
c154,c44,1,1.0
c154,c82,9,1.0
c154,c4,1,1.0
c154,c14,1,1.0
c154,c19,1,1.0
c154,c24,1,1.0
c154,c29,1,1.0
c154,c34,1,1.0
c154,c39,1,1.0
c154,c49,1,1.0
c154,c10,9,1.0
c154,c45,1,1.0
c154,c91,9,1.0
c154,c5,1,1.0
c154,c15,1,1.0
c154,c20,1,1.0
c154,c25,1,1.0
c154,c30,1,1.0
c154,c35,1,1.0
c154,c40,1,1.0
c154,c50,1,1.0
c163,minobj,45,1.0
c163,c11,9,1.0
c163,c41,1,1.0
c163,c55,9,1.0
c163,c98,5,1.0
c163,c217,5,1.0
c163,c1,1,1.0
c163,c106,5,1.0
c163,c145,5,1.0
c163,c6,1,1.0
c163,c113,5,1.0
c163,c154,5,1.0
c163,c16,1,1.0
c163,c120,5,1.0
c163,c172,5,1.0
c163,c21,1,1.0
c163,c121,5,1.0
c163,c181,5,1.0
c163,c26,1,1.0
c163,c122,5,1.0
c163,c190,5,1.0
c163,c31,1,1.0
c163,c123,5,1.0
c163,c199,5,1.0
c163,c36,1,1.0
c163,c124,5,1.0
c163,c208,5,1.0
c163,c46,1,1.0
c163,c125,5,1.0
c163,c226,5,1.0
c163,c12,9,1.0
c163,c42,1,1.0
c163,c64,9,1.0
c163,c2,1,1.0
c163,c7,1,1.0
c163,c17,1,1.0
c163,c22,1,1.0
c163,c27,1,1.0
c163,c32,1,1.0
c163,c37,1,1.0
c163,c47,1,1.0
c163,c13,9,1.0
c163,c43,1,1.0
c163,c73,9,1.0
c163,c3,1,1.0
c163,c8,1,1.0
c163,c18,1,1.0
c163,c23,1,1.0
c163,c28,1,1.0
c163,c33,1,1.0
c163,c38,1,1.0
c163,c48,1,1.0
c163,c14,9,1.0
c163,c44,1,1.0
c163,c82,9,1.0
c163,c4,1,1.0
c163,c9,1,1.0
c163,c19,1,1.0
c163,c24,1,1.0
c163,c29,1,1.0
c163,c34,1,1.0
c163,c39,1,1.0
c163,c49,1,1.0
c163,c15,9,1.0
c163,c45,1,1.0
c163,c91,9,1.0
c163,c5,1,1.0
c163,c10,1,1.0
c163,c20,1,1.0
c163,c25,1,1.0
c163,c30,1,1.0
c163,c35,1,1.0
c163,c40,1,1.0
c163,c50,1,1.0
c172,minobj,45,1.0
c172,c16,9,1.0
c172,c41,1,1.0
c172,c55,9,1.0
c172,c99,5,1.0
c172,c217,5,1.0
c172,c1,1,1.0
c172,c107,5,1.0
c172,c145,5,1.0
c172,c6,1,1.0
c172,c114,5,1.0
c172,c154,5,1.0
c172,c11,1,1.0
c172,c120,5,1.0
c172,c163,5,1.0
c172,c21,1,1.0
c172,c126,5,1.0
c172,c181,5,1.0
c172,c26,1,1.0
c172,c127,5,1.0
c172,c190,5,1.0
c172,c31,1,1.0
c172,c128,5,1.0
c172,c199,5,1.0
c172,c36,1,1.0
c172,c129,5,1.0
c172,c208,5,1.0
c172,c46,1,1.0
c172,c130,5,1.0
c172,c226,5,1.0
c172,c17,9,1.0
c172,c42,1,1.0
c172,c64,9,1.0
c172,c2,1,1.0
c172,c7,1,1.0
c172,c12,1,1.0
c172,c22,1,1.0
c172,c27,1,1.0
c172,c32,1,1.0
c172,c37,1,1.0
c172,c47,1,1.0
c172,c18,9,1.0
c172,c43,1,1.0
c172,c73,9,1.0
c172,c3,1,1.0
c172,c8,1,1.0
c172,c13,1,1.0
c172,c23,1,1.0
c172,c28,1,1.0
c172,c33,1,1.0
c172,c38,1,1.0
c172,c48,1,1.0
c172,c19,9,1.0
c172,c44,1,1.0
c172,c82,9,1.0
c172,c4,1,1.0
c172,c9,1,1.0
c172,c14,1,1.0
c172,c24,1,1.0
c172,c29,1,1.0
c172,c34,1,1.0
c172,c39,1,1.0
c172,c49,1,1.0
c172,c20,9,1.0
c172,c45,1,1.0
c172,c91,9,1.0
c172,c5,1,1.0
c172,c10,1,1.0
c172,c15,1,1.0
c172,c25,1,1.0
c172,c30,1,1.0
c172,c35,1,1.0
c172,c40,1,1.0
c172,c50,1,1.0
c181,minobj,45,1.0
c181,c21,9,1.0
c181,c41,1,1.0
c181,c55,9,1.0
c181,c100,5,1.0
c181,c217,5,1.0
c181,c1,1,1.0
c181,c108,5,1.0
c181,c145,5,1.0
c181,c6,1,1.0
c181,c115,5,1.0
c181,c154,5,1.0
c181,c11,1,1.0
c181,c121,5,1.0
c181,c163,5,1.0
c181,c16,1,1.0
c181,c126,5,1.0
c181,c172,5,1.0
c181,c26,1,1.0
c181,c131,5,1.0
c181,c190,5,1.0
c181,c31,1,1.0
c181,c132,5,1.0
c181,c199,5,1.0
c181,c36,1,1.0
c181,c133,5,1.0
c181,c208,5,1.0
c181,c46,1,1.0
c181,c134,5,1.0
c181,c226,5,1.0
c181,c22,9,1.0
c181,c42,1,1.0
c181,c64,9,1.0
c181,c2,1,1.0
c181,c7,1,1.0
c181,c12,1,1.0
c181,c17,1,1.0
c181,c27,1,1.0
c181,c32,1,1.0
c181,c37,1,1.0
c181,c47,1,1.0
c181,c23,9,1.0
c181,c43,1,1.0
c181,c73,9,1.0
c181,c3,1,1.0
c181,c8,1,1.0
c181,c13,1,1.0
c181,c18,1,1.0
c181,c28,1,1.0
c181,c33,1,1.0
c181,c38,1,1.0
c181,c48,1,1.0
c181,c24,9,1.0
c181,c44,1,1.0
c181,c82,9,1.0
c181,c4,1,1.0
c181,c9,1,1.0
c181,c14,1,1.0
c181,c19,1,1.0
c181,c29,1,1.0
c181,c34,1,1.0
c181,c39,1,1.0
c181,c49,1,1.0
c181,c25,9,1.0
c181,c45,1,1.0
c181,c91,9,1.0
c181,c5,1,1.0
c181,c10,1,1.0
c181,c15,1,1.0
c181,c20,1,1.0
c181,c30,1,1.0
c181,c35,1,1.0
c181,c40,1,1.0
c181,c50,1,1.0
c190,minobj,45,1.0
c190,c26,9,1.0
c190,c41,1,1.0
c190,c55,9,1.0
c190,c101,5,1.0
c190,c217,5,1.0
c190,c1,1,1.0
c190,c109,5,1.0
c190,c145,5,1.0
c190,c6,1,1.0
c190,c116,5,1.0
c190,c154,5,1.0
c190,c11,1,1.0
c190,c122,5,1.0
c190,c163,5,1.0
c190,c16,1,1.0
c190,c127,5,1.0
c190,c172,5,1.0
c190,c21,1,1.0
c190,c131,5,1.0
c190,c181,5,1.0
c190,c31,1,1.0
c190,c135,5,1.0
c190,c199,5,1.0
c190,c36,1,1.0
c190,c136,5,1.0
c190,c208,5,1.0
c190,c46,1,1.0
c190,c137,5,1.0
c190,c226,5,1.0
c190,c27,9,1.0
c190,c42,1,1.0
c190,c64,9,1.0
c190,c2,1,1.0
c190,c7,1,1.0
c190,c12,1,1.0
c190,c17,1,1.0
c190,c22,1,1.0
c190,c32,1,1.0
c190,c37,1,1.0
c190,c47,1,1.0
c190,c28,9,1.0
c190,c43,1,1.0
c190,c73,9,1.0
c190,c3,1,1.0
c190,c8,1,1.0
c190,c13,1,1.0
c190,c18,1,1.0
c190,c23,1,1.0
c190,c33,1,1.0
c190,c38,1,1.0
c190,c48,1,1.0
c190,c29,9,1.0
c190,c44,1,1.0
c190,c82,9,1.0
c190,c4,1,1.0
c190,c9,1,1.0
c190,c14,1,1.0
c190,c19,1,1.0
c190,c24,1,1.0
c190,c34,1,1.0
c190,c39,1,1.0
c190,c49,1,1.0
c190,c30,9,1.0
c190,c45,1,1.0
c190,c91,9,1.0
c190,c5,1,1.0
c190,c10,1,1.0
c190,c15,1,1.0
c190,c20,1,1.0
c190,c25,1,1.0
c190,c35,1,1.0
c190,c40,1,1.0
c190,c50,1,1.0
c199,minobj,45,1.0
c199,c31,9,1.0
c199,c41,1,1.0
c199,c55,9,1.0
c199,c102,5,1.0
c199,c217,5,1.0
c199,c1,1,1.0
c199,c110,5,1.0
c199,c145,5,1.0
c199,c6,1,1.0
c199,c117,5,1.0
c199,c154,5,1.0
c199,c11,1,1.0
c199,c123,5,1.0
c199,c163,5,1.0
c199,c16,1,1.0
c199,c128,5,1.0
c199,c172,5,1.0
c199,c21,1,1.0
c199,c132,5,1.0
c199,c181,5,1.0
c199,c26,1,1.0
c199,c135,5,1.0
c199,c190,5,1.0
c199,c36,1,1.0
c199,c138,5,1.0
c199,c208,5,1.0
c199,c46,1,1.0
c199,c139,5,1.0
c199,c226,5,1.0
c199,c32,9,1.0
c199,c42,1,1.0
c199,c64,9,1.0
c199,c2,1,1.0
c199,c7,1,1.0
c199,c12,1,1.0
c199,c17,1,1.0
c199,c22,1,1.0
c199,c27,1,1.0
c199,c37,1,1.0
c199,c47,1,1.0
c199,c33,9,1.0
c199,c43,1,1.0
c199,c73,9,1.0
c199,c3,1,1.0
c199,c8,1,1.0
c199,c13,1,1.0
c199,c18,1,1.0
c199,c23,1,1.0
c199,c28,1,1.0
c199,c38,1,1.0
c199,c48,1,1.0
c199,c34,9,1.0
c199,c44,1,1.0
c199,c82,9,1.0
c199,c4,1,1.0
c199,c9,1,1.0
c199,c14,1,1.0
c199,c19,1,1.0
c199,c24,1,1.0
c199,c29,1,1.0
c199,c39,1,1.0
c199,c49,1,1.0
c199,c35,9,1.0
c199,c45,1,1.0
c199,c91,9,1.0
c199,c5,1,1.0
c199,c10,1,1.0
c199,c15,1,1.0
c199,c20,1,1.0
c199,c25,1,1.0
c199,c30,1,1.0
c199,c40,1,1.0
c199,c50,1,1.0
c208,minobj,45,1.0
c208,c36,9,1.0
c208,c41,1,1.0
c208,c55,9,1.0
c208,c103,5,1.0
c208,c217,5,1.0
c208,c1,1,1.0
c208,c111,5,1.0
c208,c145,5,1.0
c208,c6,1,1.0
c208,c118,5,1.0
c208,c154,5,1.0
c208,c11,1,1.0
c208,c124,5,1.0
c208,c163,5,1.0
c208,c16,1,1.0
c208,c129,5,1.0
c208,c172,5,1.0
c208,c21,1,1.0
c208,c133,5,1.0
c208,c181,5,1.0
c208,c26,1,1.0
c208,c136,5,1.0
c208,c190,5,1.0
c208,c31,1,1.0
c208,c138,5,1.0
c208,c199,5,1.0
c208,c46,1,1.0
c208,c140,5,1.0
c208,c226,5,1.0
c208,c37,9,1.0
c208,c42,1,1.0
c208,c64,9,1.0
c208,c2,1,1.0
c208,c7,1,1.0
c208,c12,1,1.0
c208,c17,1,1.0
c208,c22,1,1.0
c208,c27,1,1.0
c208,c32,1,1.0
c208,c47,1,1.0
c208,c38,9,1.0
c208,c43,1,1.0
c208,c73,9,1.0
c208,c3,1,1.0
c208,c8,1,1.0
c208,c13,1,1.0
c208,c18,1,1.0
c208,c23,1,1.0
c208,c28,1,1.0
c208,c33,1,1.0
c208,c48,1,1.0
c208,c39,9,1.0
c208,c44,1,1.0
c208,c82,9,1.0
c208,c4,1,1.0
c208,c9,1,1.0
c208,c14,1,1.0
c208,c19,1,1.0
c208,c24,1,1.0
c208,c29,1,1.0
c208,c34,1,1.0
c208,c49,1,1.0
c208,c40,9,1.0
c208,c45,1,1.0
c208,c91,9,1.0
c208,c5,1,1.0
c208,c10,1,1.0
c208,c15,1,1.0
c208,c20,1,1.0
c208,c25,1,1.0
c208,c30,1,1.0
c208,c35,1,1.0
c208,c50,1,1.0
c226,minobj,45,1.0
c226,c41,1,1.0
c226,c46,9,1.0
c226,c55,9,1.0
c226,c104,5,1.0
c226,c217,5,1.0
c226,c1,1,1.0
c226,c112,5,1.0
c226,c145,5,1.0
c226,c6,1,1.0
c226,c119,5,1.0
c226,c154,5,1.0
c226,c11,1,1.0
c226,c125,5,1.0
c226,c163,5,1.0
c226,c16,1,1.0
c226,c130,5,1.0
c226,c172,5,1.0
c226,c21,1,1.0
c226,c134,5,1.0
c226,c181,5,1.0
c226,c26,1,1.0
c226,c137,5,1.0
c226,c190,5,1.0
c226,c31,1,1.0
c226,c139,5,1.0
c226,c199,5,1.0
c226,c36,1,1.0
c226,c140,5,1.0
c226,c208,5,1.0
c226,c42,1,1.0
c226,c47,9,1.0
c226,c64,9,1.0
c226,c2,1,1.0
c226,c7,1,1.0
c226,c12,1,1.0
c226,c17,1,1.0
c226,c22,1,1.0
c226,c27,1,1.0
c226,c32,1,1.0
c226,c37,1,1.0
c226,c43,1,1.0
c226,c48,9,1.0
c226,c73,9,1.0
c226,c3,1,1.0
c226,c8,1,1.0
c226,c13,1,1.0
c226,c18,1,1.0
c226,c23,1,1.0
c226,c28,1,1.0
c226,c33,1,1.0
c226,c38,1,1.0
c226,c44,1,1.0
c226,c49,9,1.0
c226,c82,9,1.0
c226,c4,1,1.0
c226,c9,1,1.0
c226,c14,1,1.0
c226,c19,1,1.0
c226,c24,1,1.0
c226,c29,1,1.0
c226,c34,1,1.0
c226,c39,1,1.0
c226,c45,1,1.0
c226,c50,9,1.0
c226,c91,9,1.0
c226,c5,1,1.0
c226,c10,1,1.0
c226,c15,1,1.0
c226,c20,1,1.0
c226,c25,1,1.0
c226,c30,1,1.0
c226,c35,1,1.0
c226,c40,1,1.0
c64,minobj,45,1.0
c64,c2,9,1.0
c64,c42,9,1.0
c64,c96,1,1.0
c64,c145,9,1.0
c64,c217,9,1.0
c64,c7,9,1.0
c64,c97,1,1.0
c64,c154,9,1.0
c64,c105,1,1.0
c64,c12,9,1.0
c64,c98,1,1.0
c64,c163,9,1.0
c64,c106,1,1.0
c64,c113,1,1.0
c64,c17,9,1.0
c64,c99,1,1.0
c64,c172,9,1.0
c64,c107,1,1.0
c64,c114,1,1.0
c64,c120,1,1.0
c64,c22,9,1.0
c64,c100,1,1.0
c64,c181,9,1.0
c64,c108,1,1.0
c64,c115,1,1.0
c64,c121,1,1.0
c64,c126,1,1.0
c64,c27,9,1.0
c64,c101,1,1.0
c64,c190,9,1.0
c64,c109,1,1.0
c64,c116,1,1.0
c64,c122,1,1.0
c64,c127,1,1.0
c64,c131,1,1.0
c64,c32,9,1.0
c64,c102,1,1.0
c64,c199,9,1.0
c64,c110,1,1.0
c64,c117,1,1.0
c64,c123,1,1.0
c64,c128,1,1.0
c64,c132,1,1.0
c64,c135,1,1.0
c64,c37,9,1.0
c64,c103,1,1.0
c64,c208,9,1.0
c64,c111,1,1.0
c64,c118,1,1.0
c64,c124,1,1.0
c64,c129,1,1.0
c64,c133,1,1.0
c64,c136,1,1.0
c64,c138,1,1.0
c64,c47,9,1.0
c64,c104,1,1.0
c64,c226,9,1.0
c64,c112,1,1.0
c64,c119,1,1.0
c64,c125,1,1.0
c64,c130,1,1.0
c64,c134,1,1.0
c64,c137,1,1.0
c64,c139,1,1.0
c64,c140,1,1.0
c73,minobj,45,1.0
c73,c3,9,1.0
c73,c43,9,1.0
c73,c96,1,1.0
c73,c145,9,1.0
c73,c217,9,1.0
c73,c8,9,1.0
c73,c97,1,1.0
c73,c154,9,1.0
c73,c105,1,1.0
c73,c13,9,1.0
c73,c98,1,1.0
c73,c163,9,1.0
c73,c106,1,1.0
c73,c113,1,1.0
c73,c18,9,1.0
c73,c99,1,1.0
c73,c172,9,1.0
c73,c107,1,1.0
c73,c114,1,1.0
c73,c120,1,1.0
c73,c23,9,1.0
c73,c100,1,1.0
c73,c181,9,1.0
c73,c108,1,1.0
c73,c115,1,1.0
c73,c121,1,1.0
c73,c126,1,1.0
c73,c28,9,1.0
c73,c101,1,1.0
c73,c190,9,1.0
c73,c109,1,1.0
c73,c116,1,1.0
c73,c122,1,1.0
c73,c127,1,1.0
c73,c131,1,1.0
c73,c33,9,1.0
c73,c102,1,1.0
c73,c199,9,1.0
c73,c110,1,1.0
c73,c117,1,1.0
c73,c123,1,1.0
c73,c128,1,1.0
c73,c132,1,1.0
c73,c135,1,1.0
c73,c38,9,1.0
c73,c103,1,1.0
c73,c208,9,1.0
c73,c111,1,1.0
c73,c118,1,1.0
c73,c124,1,1.0
c73,c129,1,1.0
c73,c133,1,1.0
c73,c136,1,1.0
c73,c138,1,1.0
c73,c48,9,1.0
c73,c104,1,1.0
c73,c226,9,1.0
c73,c112,1,1.0
c73,c119,1,1.0
c73,c125,1,1.0
c73,c130,1,1.0
c73,c134,1,1.0
c73,c137,1,1.0
c73,c139,1,1.0
c73,c140,1,1.0
c82,minobj,45,1.0
c82,c4,9,1.0
c82,c44,9,1.0
c82,c96,1,1.0
c82,c145,9,1.0
c82,c217,9,1.0
c82,c9,9,1.0
c82,c97,1,1.0
c82,c154,9,1.0
c82,c105,1,1.0
c82,c14,9,1.0
c82,c98,1,1.0
c82,c163,9,1.0
c82,c106,1,1.0
c82,c113,1,1.0
c82,c19,9,1.0
c82,c99,1,1.0
c82,c172,9,1.0
c82,c107,1,1.0
c82,c114,1,1.0
c82,c120,1,1.0
c82,c24,9,1.0
c82,c100,1,1.0
c82,c181,9,1.0
c82,c108,1,1.0
c82,c115,1,1.0
c82,c121,1,1.0
c82,c126,1,1.0
c82,c29,9,1.0
c82,c101,1,1.0
c82,c190,9,1.0
c82,c109,1,1.0
c82,c116,1,1.0
c82,c122,1,1.0
c82,c127,1,1.0
c82,c131,1,1.0
c82,c34,9,1.0
c82,c102,1,1.0
c82,c199,9,1.0
c82,c110,1,1.0
c82,c117,1,1.0
c82,c123,1,1.0
c82,c128,1,1.0
c82,c132,1,1.0
c82,c135,1,1.0
c82,c39,9,1.0
c82,c103,1,1.0
c82,c208,9,1.0
c82,c111,1,1.0
c82,c118,1,1.0
c82,c124,1,1.0
c82,c129,1,1.0
c82,c133,1,1.0
c82,c136,1,1.0
c82,c138,1,1.0
c82,c49,9,1.0
c82,c104,1,1.0
c82,c226,9,1.0
c82,c112,1,1.0
c82,c119,1,1.0
c82,c125,1,1.0
c82,c130,1,1.0
c82,c134,1,1.0
c82,c137,1,1.0
c82,c139,1,1.0
c82,c140,1,1.0
c91,minobj,45,1.0
c91,c5,9,1.0
c91,c45,9,1.0
c91,c96,1,1.0
c91,c145,9,1.0
c91,c217,9,1.0
c91,c10,9,1.0
c91,c97,1,1.0
c91,c154,9,1.0
c91,c105,1,1.0
c91,c15,9,1.0
c91,c98,1,1.0
c91,c163,9,1.0
c91,c106,1,1.0
c91,c113,1,1.0
c91,c20,9,1.0
c91,c99,1,1.0
c91,c172,9,1.0
c91,c107,1,1.0
c91,c114,1,1.0
c91,c120,1,1.0
c91,c25,9,1.0
c91,c100,1,1.0
c91,c181,9,1.0
c91,c108,1,1.0
c91,c115,1,1.0
c91,c121,1,1.0
c91,c126,1,1.0
c91,c30,9,1.0
c91,c101,1,1.0
c91,c190,9,1.0
c91,c109,1,1.0
c91,c116,1,1.0
c91,c122,1,1.0
c91,c127,1,1.0
c91,c131,1,1.0
c91,c35,9,1.0
c91,c102,1,1.0
c91,c199,9,1.0
c91,c110,1,1.0
c91,c117,1,1.0
c91,c123,1,1.0
c91,c128,1,1.0
c91,c132,1,1.0
c91,c135,1,1.0
c91,c40,9,1.0
c91,c103,1,1.0
c91,c208,9,1.0
c91,c111,1,1.0
c91,c118,1,1.0
c91,c124,1,1.0
c91,c129,1,1.0
c91,c133,1,1.0
c91,c136,1,1.0
c91,c138,1,1.0
c91,c50,9,1.0
c91,c104,1,1.0
c91,c226,9,1.0
c91,c112,1,1.0
c91,c119,1,1.0
c91,c125,1,1.0
c91,c130,1,1.0
c91,c134,1,1.0
c91,c137,1,1.0
c91,c139,1,1.0
c91,c140,1,1.0
c56,minobj,45,1.0
c56,c1,9,1.0
c56,c41,9,1.0
c56,c96,1,1.0
c56,c146,9,1.0
c56,c218,9,1.0
c56,c6,9,1.0
c56,c97,1,1.0
c56,c155,9,1.0
c56,c105,1,1.0
c56,c11,9,1.0
c56,c98,1,1.0
c56,c164,9,1.0
c56,c106,1,1.0
c56,c113,1,1.0
c56,c16,9,1.0
c56,c99,1,1.0
c56,c173,9,1.0
c56,c107,1,1.0
c56,c114,1,1.0
c56,c120,1,1.0
c56,c21,9,1.0
c56,c100,1,1.0
c56,c182,9,1.0
c56,c108,1,1.0
c56,c115,1,1.0
c56,c121,1,1.0
c56,c126,1,1.0
c56,c26,9,1.0
c56,c101,1,1.0
c56,c191,9,1.0
c56,c109,1,1.0
c56,c116,1,1.0
c56,c122,1,1.0
c56,c127,1,1.0
c56,c131,1,1.0
c56,c31,9,1.0
c56,c102,1,1.0
c56,c200,9,1.0
c56,c110,1,1.0
c56,c117,1,1.0
c56,c123,1,1.0
c56,c128,1,1.0
c56,c132,1,1.0
c56,c135,1,1.0
c56,c36,9,1.0
c56,c103,1,1.0
c56,c209,9,1.0
c56,c111,1,1.0
c56,c118,1,1.0
c56,c124,1,1.0
c56,c129,1,1.0
c56,c133,1,1.0
c56,c136,1,1.0
c56,c138,1,1.0
c56,c46,9,1.0
c56,c104,1,1.0
c56,c227,9,1.0
c56,c112,1,1.0
c56,c119,1,1.0
c56,c125,1,1.0
c56,c130,1,1.0
